County,Sub County,Ward,PRISM Facility Name,FY,Indicator,value,Gender,Coarse Age Group,Finer Age Group
Kakamega County,Khwisero Sub County,Kisa West Ward,Ikomero Dispensary,2025,HTS_TST_Total_HTS_TST Target,345.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa West Ward,Muhaka Dispensary,2025,HTS_TST_Total_HTS_TST Target,1082.0,All,All,All
Kakamega County,Likuyani Sub County,Kongoni Ward,Kongoni Health Centre,2025,HTS_TST_Total_HTS_TST Target,1190.0,All,All,All
Kakamega County,Likuyani Sub County,Likuyani Ward,Likuyani Sub-District Hospital,2025,HTS_TST_Total_HTS_TST Target,2901.0,All,All,All
Kakamega County,Likuyani Sub County,Likuyani Ward,Lumino Dispensary,2025,HTS_TST_Total_HTS_TST Target,273.0,All,All,All
Kakamega County,Likuyani Sub County,Likuyani Ward,Seregeya Dispensary,2025,HTS_TST_Total_HTS_TST Target,451.0,All,All,All
Kakamega County,Likuyani Sub County,Likuyani Ward,Turbo Forest Dispensary,2025,HTS_TST_Total_HTS_TST Target,472.0,All,All,All
Kakamega County,Likuyani Sub County,Nzoia Ward,Beggs Nursing Home (Matunda),2025,HTS_TST_Total_HTS_TST Target,372.0,All,All,All
Kakamega County,Likuyani Sub County,Nzoia Ward,Mabusi Health Centre,2025,HTS_TST_Total_HTS_TST Target,1779.0,All,All,All
Kakamega County,Likuyani Sub County,Nzoia Ward,Matunda Maternity,2025,HTS_TST_Total_HTS_TST Target,1393.0,All,All,All
Kakamega County,Likuyani Sub County,Nzoia Ward,Matunda Sub-District Hospital,2025,HTS_TST_Total_HTS_TST Target,2316.0,All,All,All
Kakamega County,Likuyani Sub County,Sango Ward,Sango Dispensary,2025,HTS_TST_Total_HTS_TST Target,1158.0,All,All,All
Kakamega County,Likuyani Sub County,Sango Ward,Soy Sambu Dispensary,2025,HTS_TST_Total_HTS_TST Target,806.0,All,All,All
Kakamega County,Likuyani Sub County,Sinoko Ward,Mlimani Dispensary,2025,HTS_TST_Total_HTS_TST Target,668.0,All,All,All
Kakamega County,Likuyani Sub County,Sinoko Ward,Sinoko Dispensary (Likuyani),2025,HTS_TST_Total_HTS_TST Target,435.0,All,All,All
Kakamega County,Lugari Sub County,Chekalini Ward,Chekalini Health Centre,2025,HTS_TST_Total_HTS_TST Target,1562.0,All,All,All
Kakamega County,Lugari Sub County,Chekalini Ward,Mapengo Dispensary,2025,HTS_TST_Total_HTS_TST Target,199.0,All,All,All
Kakamega County,Lugari Sub County,Chekalini Ward,Musembe Dispensary (Lugari),2025,HTS_TST_Total_HTS_TST Target,360.0,All,All,All
Kakamega County,Lugari Sub County,Chekalini Ward,St Charles Lwanga Health Centre,2025,HTS_TST_Total_HTS_TST Target,672.0,All,All,All
Kakamega County,Lugari Sub County,Chevaywa Ward,Lumani Dispensary,2025,HTS_TST_Total_HTS_TST Target,635.0,All,All,All
Kakamega County,Lugari Sub County,Chevaywa Ward,Matete Health Centre,2025,HTS_TST_Total_HTS_TST Target,2753.0,All,All,All
Kakamega County,Lugari Sub County,Lugari Ward,Lugari Forest Dispensary,2025,HTS_TST_Total_HTS_TST Target,367.0,All,All,All
Kakamega County,Lugari Sub County,Lugari Ward,Lunyito Dispensary,2025,HTS_TST_Total_HTS_TST Target,490.0,All,All,All
Kakamega County,Lugari Sub County,Lumakanda Ward,Lumakanda District Hospital,2025,HTS_TST_Total_HTS_TST Target,3794.0,All,All,All
Kakamega County,Lugari Sub County,Lumakanda Ward,Majengo Dispensary,2025,HTS_TST_Total_HTS_TST Target,358.0,All,All,All
Kakamega County,Lugari Sub County,Lumakanda Ward,Munyuki Dispensary,2025,HTS_TST_Total_HTS_TST Target,374.0,All,All,All
Kakamega County,Lugari Sub County,Lumakanda Ward,National Youth Service Dispensary (Turbo),2025,HTS_TST_Total_HTS_TST Target,342.0,All,All,All
Kakamega County,Lugari Sub County,Lwandeti Ward,Mahanga Dispensary,2025,HTS_TST_Total_HTS_TST Target,317.0,All,All,All
Kakamega County,Lugari Sub County,Lwandeti Ward,Maturu Dispensary,2025,HTS_TST_Total_HTS_TST Target,1333.0,All,All,All
Kakamega County,Lugari Sub County,Lwandeti Ward,Nzoia Matete Dispensary,2025,HTS_TST_Total_HTS_TST Target,474.0,All,All,All
Kakamega County,Lugari Sub County,Mautuma Ward,Mautuma Sub-District Hospital,2025,HTS_TST_Total_HTS_TST Target,1599.0,All,All,All
Kakamega County,Lugari Sub County,Mautuma Ward,Mbagara Dispensary,2025,HTS_TST_Total_HTS_TST Target,298.0,All,All,All
Kakamega County,Lugari Sub County,Mautuma Ward,Mukuyu Dispensary,2025,HTS_TST_Total_HTS_TST Target,927.0,All,All,All
Kakamega County,Lurambi Sub County,Butsotso Central Ward,Emusanda Dispensary,2025,HTS_TST_Total_HTS_TST Target,1886.0,All,All,All
Kakamega County,Lurambi Sub County,Butsotso Central Ward,Eshikhuyu Dispensary,2025,HTS_TST_Total_HTS_TST Target,439.0,All,All,All
Kakamega County,Lurambi Sub County,Butsotso East Ward,Emukaba Dispensary,2025,HTS_TST_Total_HTS_TST Target,874.0,All,All,All
Kakamega County,Lurambi Sub County,Butsotso South Ward,Bukura Health Centre,2025,HTS_TST_Total_HTS_TST Target,2084.0,All,All,All
Kakamega County,Lurambi Sub County,Butsotso South Ward,Elukhambi Dispensary,2025,HTS_TST_Total_HTS_TST Target,321.0,All,All,All
Kakamega County,Lurambi Sub County,Butsotso South Ward,Eshirembe Dispensary,2025,HTS_TST_Total_HTS_TST Target,241.0,All,All,All
Kakamega County,Lurambi Sub County,Butsotso South Ward,Isumba Dispensary,2025,HTS_TST_Total_HTS_TST Target,425.0,All,All,All
Kakamega County,Lurambi Sub County,Butsotso South Ward,Matioli Dispensary,2025,HTS_TST_Total_HTS_TST Target,368.0,All,All,All
Kakamega County,Lurambi Sub County,Mahiakalo Ward,Approved Dispensary,2025,HTS_TST_Total_HTS_TST Target,1655.0,All,All,All
Kakamega County,Lurambi Sub County,Mahiakalo Ward,Sakali Dispensary,2025,HTS_TST_Total_HTS_TST Target,367.0,All,All,All
Kakamega County,Lurambi Sub County,Sheywe Ward,KANCO DIC Kakamega,2025,HTS_TST_Total_HTS_TST Target,7284.0,All,All,All
Kakamega County,Lurambi Sub County,Sheywe Ward,Nabongo Dispensary,2025,HTS_TST_Total_HTS_TST Target,1891.0,All,All,All
Kakamega County,Lurambi Sub County,Shirere Ward,Ap Line Dispensary,2025,HTS_TST_Total_HTS_TST Target,2399.0,All,All,All
Kakamega County,Lurambi Sub County,Shirere Ward,Elwesero Health Center,2025,HTS_TST_Total_HTS_TST Target,2129.0,All,All,All
Kakamega County,Lurambi Sub County,Shirere Ward,Kakamega Provincial General Hospital (PGH),2025,HTS_TST_Total_HTS_TST Target,9928.0,All,All,All
Kakamega County,Lurambi Sub County,Shirere Ward,Nala Maternity and Nursing Home,2025,HTS_TST_Total_HTS_TST Target,356.0,All,All,All
Kakamega County,Malava Sub County,Butali/Chegulo Ward,Chebwai Mission Dispensary,2025,HTS_TST_Total_HTS_TST Target,233.0,All,All,All
Kakamega County,Malava Sub County,Butali/Chegulo Ward,Chegulo Dispensary,2025,HTS_TST_Total_HTS_TST Target,488.0,All,All,All
Kakamega County,Malava Sub County,Chemuche Ward,Kimangeti Dispensary,2025,HTS_TST_Total_HTS_TST Target,620.0,All,All,All
Kakamega County,Malava Sub County,Chemuche Ward,Muting'ong'o Dispensary,2025,HTS_TST_Total_HTS_TST Target,386.0,All,All,All
Kakamega County,Malava Sub County,East Kabras Ward,Kuvasali Health Centre,2025,HTS_TST_Total_HTS_TST Target,830.0,All,All,All
Kakamega County,Malava Sub County,Manda-shivanga Ward,Chimoi Dispensary,2025,HTS_TST_Total_HTS_TST Target,511.0,All,All,All
Kakamega County,Malava Sub County,Manda-shivanga Ward,Manda Dispensary,2025,HTS_TST_Total_HTS_TST Target,717.0,All,All,All
Kakamega County,Malava Sub County,Manda-shivanga Ward,Namagara Dispensary,2025,HTS_TST_Total_HTS_TST Target,546.0,All,All,All
Kakamega County,Malava Sub County,Manda-shivanga Ward,Shivanga Health Centre,2025,HTS_TST_Total_HTS_TST Target,615.0,All,All,All
Kakamega County,Malava Sub County,Shirungu-mugai Ward,Chombeli Health Centre,2025,HTS_TST_Total_HTS_TST Target,1303.0,All,All,All
Kakamega County,Malava Sub County,Shirungu-mugai Ward,Malava County Hospital,2025,HTS_TST_Total_HTS_TST Target,7697.0,All,All,All
Kakamega County,Malava Sub County,Shirungu-mugai Ward,Malekha Dispensary,2025,HTS_TST_Total_HTS_TST Target,534.0,All,All,All
Kakamega County,Malava Sub County,Shirungu-mugai Ward,Mugai Dispensary,2025,HTS_TST_Total_HTS_TST Target,449.0,All,All,All
Kakamega County,Malava Sub County,South Kabras Ward,Chevoso Dispensary,2025,HTS_TST_Total_HTS_TST Target,1086.0,All,All,All
Kakamega County,Malava Sub County,South Kabras Ward,Shamberere Dispensary,2025,HTS_TST_Total_HTS_TST Target,1999.0,All,All,All
Kakamega County,Malava Sub County,South Kabras Ward,Shihome Dispensary,2025,HTS_TST_Total_HTS_TST Target,1467.0,All,All,All
Kakamega County,Malava Sub County,West Kabras Ward,Imbiakalo Dispensary,2025,HTS_TST_Total_HTS_TST Target,638.0,All,All,All
Kakamega County,Matungu Sub County,Khalaba Ward,Khalaba Health Centre,2025,HTS_TST_Total_HTS_TST Target,1685.0,All,All,All
Kakamega County,Matungu Sub County,Kholera Ward,Namulungu Dispensary,2025,HTS_TST_Total_HTS_TST Target,485.0,All,All,All
Kakamega County,Matungu Sub County,Kholera Ward,Shibanze Dispensary,2025,HTS_TST_Total_HTS_TST Target,564.0,All,All,All
Kakamega County,Matungu Sub County,Koyonzo Ward,Indangalasia Dispensary,2025,HTS_TST_Total_HTS_TST Target,455.0,All,All,All
Kakamega County,Matungu Sub County,Koyonzo Ward,Mung'ung'u Dispensary,2025,HTS_TST_Total_HTS_TST Target,687.0,All,All,All
Kakamega County,Matungu Sub County,Mayoni Ward,Matungu Sub-county Hospital,2025,HTS_TST_Total_HTS_TST Target,3762.0,All,All,All
Kakamega County,Matungu Sub County,Namamali Ward,Lung'anyiro Health Centre,2025,HTS_TST_Total_HTS_TST Target,1521.0,All,All,All
Kakamega County,Matungu Sub County,Namamali Ward,Mirere Health Centre,2025,HTS_TST_Total_HTS_TST Target,753.0,All,All,All
Kakamega County,Mumias East Sub County,East Wanga Ward,Eluche Dispensary,2025,HTS_TST_Total_HTS_TST Target,501.0,All,All,All
Kakamega County,Mumias East Sub County,East Wanga Ward,Khaunga Dispensary,2025,HTS_TST_Total_HTS_TST Target,1095.0,All,All,All
Kakamega County,Mumias East Sub County,East Wanga Ward,Mung'ang'a Dispensary,2025,HTS_TST_Total_HTS_TST Target,363.0,All,All,All
Kakamega County,Mumias East Sub County,East Wanga Ward,Shianda Dispensary,2025,HTS_TST_Total_HTS_TST Target,2521.0,All,All,All
Kakamega County,Mumias East Sub County,Lusheya/Lubinu Ward,Ahmadiya Hospital,2025,HTS_TST_Total_HTS_TST Target,982.0,All,All,All
Kakamega County,Mumias East Sub County,Lusheya/Lubinu Ward,Elwasambi Dispensary,2025,HTS_TST_Total_HTS_TST Target,256.0,All,All,All
Kakamega County,Mumias East Sub County,Lusheya/Lubinu Ward,Kamashia Dispensary,2025,HTS_TST_Total_HTS_TST Target,319.0,All,All,All
Kakamega County,Mumias East Sub County,Lusheya/Lubinu Ward,Lusheya Health Centre,2025,HTS_TST_Total_HTS_TST Target,1241.0,All,All,All
Kakamega County,Mumias East Sub County,Malaha/Isongo/Makunga Ward,Makunga Rhdc,2025,HTS_TST_Total_HTS_TST Target,2087.0,All,All,All
Kakamega County,Mumias East Sub County,Malaha/Isongo/Makunga Ward,Malaha Dispensary,2025,HTS_TST_Total_HTS_TST Target,1170.0,All,All,All
Kakamega County,Mumias East Sub County,Malaha/Isongo/Makunga Ward,Nyaporo Dispensary,2025,HTS_TST_Total_HTS_TST Target,754.0,All,All,All
Kakamega County,Mumias West Sub County,Etenje Ward,Bukaya Health Centre,2025,HTS_TST_Total_HTS_TST Target,1006.0,All,All,All
Kakamega County,Mumias West Sub County,Etenje Ward,Eshikulu Dispensary,2025,HTS_TST_Total_HTS_TST Target,635.0,All,All,All
Kakamega County,Mumias West Sub County,Mumias Central Ward,Mumias Level IV Hospital,2025,HTS_TST_Total_HTS_TST Target,1645.0,All,All,All
Kakamega County,Mumias West Sub County,Mumias Central Ward,Mumias Model Health Centre,2025,HTS_TST_Total_HTS_TST Target,1585.0,All,All,All
Kakamega County,Mumias West Sub County,Mumias North Ward,Mumias Sugar Dispensary,2025,HTS_TST_Total_HTS_TST Target,180.0,All,All,All
Kakamega County,Mumias West Sub County,Musanda Ward,Bungasi Health Centre,2025,HTS_TST_Total_HTS_TST Target,1128.0,All,All,All
Kakamega County,Mumias West Sub County,Musanda Ward,Musanda Dispensary,2025,HTS_TST_Total_HTS_TST Target,531.0,All,All,All
Kakamega County,Navakholo Sub County,Bunyala Central Ward,Buchangu Dispensary,2025,HTS_TST_Total_HTS_TST Target,746.0,All,All,All
Kakamega County,Navakholo Sub County,Bunyala Central Ward,Navakholo Sub-District Hospital,2025,HTS_TST_Total_HTS_TST Target,4033.0,All,All,All
Kakamega County,Navakholo Sub County,Bunyala East Ward,Lutaso Dispensary,2025,HTS_TST_Total_HTS_TST Target,212.0,All,All,All
Kakamega County,Navakholo Sub County,Bunyala East Ward,Namirama Dispensary,2025,HTS_TST_Total_HTS_TST Target,308.0,All,All,All
Kakamega County,Navakholo Sub County,Bunyala East Ward,Sivilie Health Centre,2025,HTS_TST_Total_HTS_TST Target,1151.0,All,All,All
Kakamega County,Navakholo Sub County,Bunyala West Ward,Budonga Dispensary,2025,HTS_TST_Total_HTS_TST Target,568.0,All,All,All
Kakamega County,Navakholo Sub County,Bunyala West Ward,Butingo Dispensary,2025,HTS_TST_Total_HTS_TST Target,421.0,All,All,All
Kakamega County,Navakholo Sub County,Bunyala West Ward,Kharanda Health Centre,2025,HTS_TST_Total_HTS_TST Target,932.0,All,All,All
Kakamega County,Navakholo Sub County,Bunyala West Ward,Kisembe Dispensary,2025,HTS_TST_Total_HTS_TST Target,437.0,All,All,All
Kakamega County,Navakholo Sub County,Bunyala West Ward,Sisokhe Dispensary,2025,HTS_TST_Total_HTS_TST Target,568.0,All,All,All
Kakamega County,Navakholo Sub County,Ingoste-matiha Ward,Bushiri Health Centre,2025,HTS_TST_Total_HTS_TST Target,3848.0,All,All,All
Kakamega County,Navakholo Sub County,Ingoste-matiha Ward,Ematiha Dispensary,2025,HTS_TST_Total_HTS_TST Target,596.0,All,All,All
Kakamega County,Navakholo Sub County,Shinoyi-shikomari-esumeiya Ward,Eshiongo Dispensary,2025,HTS_TST_Total_HTS_TST Target,508.0,All,All,All
Kakamega County,Shinyalu Sub County,Isukha Central Ward,Musembe Dispensary,2025,HTS_TST_Total_HTS_TST Target,603.0,All,All,All
Kakamega County,Shinyalu Sub County,Isukha Central Ward,Shinyalu Health Centre,2025,HTS_TST_Total_HTS_TST Target,3081.0,All,All,All
Kakamega County,Shinyalu Sub County,Isukha Central Ward,Virhembe Dispensary,2025,HTS_TST_Total_HTS_TST Target,1135.0,All,All,All
Kakamega County,Shinyalu Sub County,Isukha East Ward,Ikuywa Dispensary,2025,HTS_TST_Total_HTS_TST Target,504.0,All,All,All
Kakamega County,Shinyalu Sub County,Isukha East Ward,Ileho Health Centre,2025,HTS_TST_Total_HTS_TST Target,1692.0,All,All,All
Kakamega County,Shinyalu Sub County,Isukha North Ward,Kambiri Health Centre,2025,HTS_TST_Total_HTS_TST Target,1324.0,All,All,All
Kakamega County,Shinyalu Sub County,Isukha South Ward,Chief Milimu Dispensary,2025,HTS_TST_Total_HTS_TST Target,1500.0,All,All,All
Kakamega County,Shinyalu Sub County,Isukha South Ward,Shikusi Dispensary,2025,HTS_TST_Total_HTS_TST Target,966.0,All,All,All
Kakamega County,Shinyalu Sub County,Isukha West Ward,Mugomari Dispensary,2025,HTS_TST_Total_HTS_TST Target,277.0,All,All,All
Kakamega County,Shinyalu Sub County,Isukha West Ward,Vikunga Dispensary,2025,HTS_TST_Total_HTS_TST Target,448.0,All,All,All
Kakamega County,Shinyalu Sub County,Murhanda Ward,Ivochio Dispensary,2025,HTS_TST_Total_HTS_TST Target,254.0,All,All,All
Kakamega County,Shinyalu Sub County,Murhanda Ward,Shamakhubu Health Centre,2025,HTS_TST_Total_HTS_TST Target,1162.0,All,All,All
Kisumu County,Kisumu Central Sub County,Kondele Ward,Keeping Alive Societys Hope,2025,HTS_TST_Total_HTS_TST Target,5479.0,All,All,All
Kisumu County,Kisumu Central Sub County,Kondele Ward,Nightingale Medical Centre,2025,HTS_TST_Total_HTS_TST Target,1264.0,All,All,All
Kisumu County,Kisumu Central Sub County,Market Milimani Ward,AAR Health care-Kisumu,2025,HTS_TST_Total_HTS_TST Target,144.0,All,All,All
Kisumu County,Kisumu Central Sub County,Market Milimani Ward,Aga Khan Hospital (Kisumu),2025,HTS_TST_Total_HTS_TST Target,648.0,All,All,All
Kisumu County,Kisumu Central Sub County,Migosi Ward,Migosi Sub County Hospital,2025,HTS_TST_Total_HTS_TST Target,4805.0,All,All,All
Kisumu County,Kisumu Central Sub County,Nyalenda B Ward,Jones &Ring Road Health Clinic,2025,HTS_TST_Total_HTS_TST Target,180.0,All,All,All
Kisumu County,Kisumu Central Sub County,Nyalenda B Ward,Nyalenda Health Centre,2025,HTS_TST_Total_HTS_TST Target,2059.0,All,All,All
Kisumu County,Kisumu Central Sub County,Railways Ward,K-Met Corkran Medical Clinic,2025,HTS_TST_Total_HTS_TST Target,870.0,All,All,All
Kisumu County,Kisumu Central Sub County,Shauri Moyo Kaloleni Ward,MAAYGO DICE,2025,HTS_TST_Total_HTS_TST Target,1599.0,All,All,All
Kisumu County,Kisumu Central Sub County,Shauri Moyo Kaloleni Ward,Star Maternity & Nursing Home,2025,HTS_TST_Total_HTS_TST Target,773.0,All,All,All
Kisumu County,Kisumu East Sub County,Kajulu Ward,Disciples of Mercy Clinic,2025,HTS_TST_Total_HTS_TST Target,581.0,All,All,All
Kisumu County,Kisumu East Sub County,Kajulu Ward,Gita Sub County Hospital,2025,HTS_TST_Total_HTS_TST Target,1741.0,All,All,All
Kisumu County,Kisumu East Sub County,Kajulu Ward,Kisumu Specialist Hospital,2025,HTS_TST_Total_HTS_TST Target,212.0,All,All,All
Kisumu County,Kisumu East Sub County,Kajulu Ward,Simba Opepo Dispensary,2025,HTS_TST_Total_HTS_TST Target,896.0,All,All,All
Kisumu County,Kisumu East Sub County,Kolwa East Ward,Angola Community Dispensary,2025,HTS_TST_Total_HTS_TST Target,870.0,All,All,All
Kisumu County,Kisumu East Sub County,Kolwa East Ward,Chiga Health Center,2025,HTS_TST_Total_HTS_TST Target,1117.0,All,All,All
Kisumu County,Kisumu East Sub County,Kolwa East Ward,Orongo Dispensary,2025,HTS_TST_Total_HTS_TST Target,700.0,All,All,All
Kisumu County,Kisumu East Sub County,Manyatta B Ward,Kuoyo Health Center,2025,HTS_TST_Total_HTS_TST Target,2320.0,All,All,All
Kisumu County,Kisumu East Sub County,Nyalenda A Ward,Kowino Dispensary,2025,HTS_TST_Total_HTS_TST Target,1058.0,All,All,All
Kisumu County,Kisumu East Sub County,Railways Ward,Avenue Hospital Kisumu,2025,HTS_TST_Total_HTS_TST Target,364.0,All,All,All
Kisumu County,Kisumu West Sub County,Central Kisumu Ward,Airport Health Centre (Kisumu),2025,HTS_TST_Total_HTS_TST Target,2013.0,All,All,All
Kisumu County,Kisumu West Sub County,Central Kisumu Ward,Port Florence Hospital,2025,HTS_TST_Total_HTS_TST Target,1442.0,All,All,All
Kisumu County,Kisumu West Sub County,Central Kisumu Ward,St Jairus Hospital,2025,HTS_TST_Total_HTS_TST Target,248.0,All,All,All
Kisumu County,Kisumu West Sub County,Central Kisumu Ward,St Mark's Lela Health Centre,2025,HTS_TST_Total_HTS_TST Target,1293.0,All,All,All
Kisumu County,Kisumu West Sub County,Central Kisumu Ward,Usoma Health Centre,2025,HTS_TST_Total_HTS_TST Target,545.0,All,All,All
Kisumu County,Kisumu West Sub County,North West Kisumu Ward,Chulaimbo Sub District Hospital,2025,HTS_TST_Total_HTS_TST Target,4180.0,All,All,All
Kisumu County,Kisumu West Sub County,North West Kisumu Ward,Masaba Hospital Kisumu,2025,HTS_TST_Total_HTS_TST Target,746.0,All,All,All
Kisumu County,Kisumu West Sub County,North West Kisumu Ward,Mbaka Oromo Health Centre,2025,HTS_TST_Total_HTS_TST Target,182.0,All,All,All
Kisumu County,Kisumu West Sub County,North West Kisumu Ward,Siriba Dispensary,2025,HTS_TST_Total_HTS_TST Target,211.0,All,All,All
Kisumu County,Kisumu West Sub County,North West Kisumu Ward,Sunga Dispensary,2025,HTS_TST_Total_HTS_TST Target,293.0,All,All,All
Kisumu County,Kisumu West Sub County,South West Kisumu Ward,Ober Kamoth Sub County Hospital,2025,HTS_TST_Total_HTS_TST Target,1870.0,All,All,All
Kisumu County,Kisumu West Sub County,South West Kisumu Ward,Ojola Sub County Hospital,2025,HTS_TST_Total_HTS_TST Target,1242.0,All,All,All
Kisumu County,Kisumu West Sub County,West Kisumu Ward,Mainga Dispensary,2025,HTS_TST_Total_HTS_TST Target,261.0,All,All,All
Kisumu County,Kisumu West Sub County,West Kisumu Ward,Riat Dispensary,2025,HTS_TST_Total_HTS_TST Target,312.0,All,All,All
Kisumu County,Muhoroni,,Chemelil Sugar Health Centre,2025,HTS_TST_Total_HTS_TST Target,275.0,All,All,All
Kisumu County,Muhoroni,,Kibigori Dispensary,2025,HTS_TST_Total_HTS_TST Target,274.0,All,All,All
Kisumu County,Muhoroni,,Mashambani Dispensary,2025,HTS_TST_Total_HTS_TST Target,274.0,All,All,All
Kisumu County,Muhoroni,,Miwani Dispensary,2025,HTS_TST_Total_HTS_TST Target,274.0,All,All,All
Kisumu County,Muhoroni,,Muhoroni Sugar Company (Musco) Dispensary,2025,HTS_TST_Total_HTS_TST Target,274.0,All,All,All
Kisumu County,Muhoroni,,Ogen Dispensary,2025,HTS_TST_Total_HTS_TST Target,274.0,All,All,All
Nyamira County,Borabu Sub County,Esise Ward,Chepngombe Health Centre,2025,HTS_TST_Total_HTS_TST Target,581.0,All,All,All
Nyamira County,Borabu Sub County,Esise Ward,Mecheo Dispensary,2025,HTS_TST_Total_HTS_TST Target,249.0,All,All,All
Nyamira County,Borabu Sub County,Esise Ward,Raitigo Dispensary,2025,HTS_TST_Total_HTS_TST Target,291.0,All,All,All
Nyamira County,Borabu Sub County,Kiabonyoru Ward,Amatierio Health Centre,2025,HTS_TST_Total_HTS_TST Target,601.0,All,All,All
Nyamira County,Borabu Sub County,Kiabonyoru Ward,Endiba Health Centre,2025,HTS_TST_Total_HTS_TST Target,703.0,All,All,All
Nyamira County,Borabu Sub County,Kiabonyoru Ward,Mokomoni Health Centre,2025,HTS_TST_Total_HTS_TST Target,579.0,All,All,All
Nyamira County,Borabu Sub County,Mekenene Ward,Kerumbe Dispensary,2025,HTS_TST_Total_HTS_TST Target,144.0,All,All,All
Nyamira County,Borabu Sub County,Mekenene Ward,Kipkebe Health Centre,2025,HTS_TST_Total_HTS_TST Target,47.0,All,All,All
Nyamira County,Borabu Sub County,Mekenene Ward,Mwongori Dispensary,2025,HTS_TST_Total_HTS_TST Target,319.0,All,All,All
Nyamira County,Borabu Sub County,Mekenene Ward,Nyandoche Ibere Dispensary,2025,HTS_TST_Total_HTS_TST Target,431.0,All,All,All
Nyamira County,Borabu Sub County,Mekenene Ward,Nyankono Dispensary,2025,HTS_TST_Total_HTS_TST Target,364.0,All,All,All
Nyamira County,Borabu Sub County,Nyansiongo Ward,Isoge Health Centre,2025,HTS_TST_Total_HTS_TST Target,168.0,All,All,All
Nyamira County,Borabu Sub County,Nyansiongo Ward,Kijauri Sub County Hospital,2025,HTS_TST_Total_HTS_TST Target,2000.0,All,All,All
Nyamira County,Borabu Sub County,Nyansiongo Ward,Kineni Dispensary,2025,HTS_TST_Total_HTS_TST Target,1500.0,All,All,All
Nyamira County,Borabu Sub County,Nyansiongo Ward,Rigoko Dispensary,2025,HTS_TST_Total_HTS_TST Target,336.0,All,All,All
Nyamira County,Borabu Sub County,Nyansiongo Ward,St Joseph's Nyansiongo Health Centre,2025,HTS_TST_Total_HTS_TST Target,600.0,All,All,All
Nyamira County,Borabu Sub County,Nyansiongo Ward,Tindereti Dispensary,2025,HTS_TST_Total_HTS_TST Target,732.0,All,All,All
Nyamira County,Manga Sub County,Kamera Ward,Amaiga Health Centre,2025,HTS_TST_Total_HTS_TST Target,248.0,All,All,All
Nyamira County,Manga Sub County,Kamera Ward,Getare Health Centre,2025,HTS_TST_Total_HTS_TST Target,1839.0,All,All,All
Nyamira County,Manga Sub County,Kamera Ward,Kemera (SDA) Dispensary,2025,HTS_TST_Total_HTS_TST Target,321.0,All,All,All
Nyamira County,Manga Sub County,Kamera Ward,Kiangoso Health Centre,2025,HTS_TST_Total_HTS_TST Target,268.0,All,All,All
Nyamira County,Manga Sub County,Kamera Ward,Nyangena Sub County Hospital,2025,HTS_TST_Total_HTS_TST Target,921.0,All,All,All
Nyamira County,Manga Sub County,Magombo Ward,Bogwendo Health Centre,2025,HTS_TST_Total_HTS_TST Target,326.0,All,All,All
Nyamira County,Manga Sub County,Magombo Ward,Gekano Health Centre,2025,HTS_TST_Total_HTS_TST Target,303.0,All,All,All
Nyamira County,Manga Sub County,Magombo Ward,Magombo Community Dispensary,2025,HTS_TST_Total_HTS_TST Target,515.0,All,All,All
Nyamira County,Manga Sub County,Magombo Ward,Nyambaria Geke Dispensary,2025,HTS_TST_Total_HTS_TST Target,143.0,All,All,All
Nyamira County,Manga Sub County,Manga Ward,Gesure Health Centre (Manga),2025,HTS_TST_Total_HTS_TST Target,415.0,All,All,All
Nyamira County,Manga Sub County,Manga Ward,Ikobe Health Centre,2025,HTS_TST_Total_HTS_TST Target,1008.0,All,All,All
Nyamira County,Manga Sub County,Manga Ward,Manga District Hospital,2025,HTS_TST_Total_HTS_TST Target,1099.0,All,All,All
Nyamira County,Manga Sub County,Manga Ward,Medicare Medical Clinic,2025,HTS_TST_Total_HTS_TST Target,529.0,All,All,All
Nyamira County,Manga Sub County,Manga Ward,Ogango Dispensary,2025,HTS_TST_Total_HTS_TST Target,266.0,All,All,All
Nyamira County,Manga Sub County,Manga Ward,Tombe Health Centre,2025,HTS_TST_Total_HTS_TST Target,639.0,All,All,All
Nyamira County,Masaba North Sub County,Gachuba Ward,Girango Dispensary,2025,HTS_TST_Total_HTS_TST Target,523.0,All,All,All
Nyamira County,Masaba North Sub County,Gachuba Ward,Magombo Health Centre,2025,HTS_TST_Total_HTS_TST Target,570.0,All,All,All
Nyamira County,Masaba North Sub County,Gachuba Ward,Miriri Dispensary,2025,HTS_TST_Total_HTS_TST Target,193.0,All,All,All
Nyamira County,Masaba North Sub County,Gachuba Ward,Nyagancha Dispensary,2025,HTS_TST_Total_HTS_TST Target,359.0,All,All,All
Nyamira County,Masaba North Sub County,Gesima Ward,Esani Sub-District Hospital,2025,HTS_TST_Total_HTS_TST Target,1065.0,All,All,All
Nyamira County,Masaba North Sub County,Gesima Ward,Gesima Health Centre,2025,HTS_TST_Total_HTS_TST Target,1093.0,All,All,All
Nyamira County,Masaba North Sub County,Gesima Ward,Machururiati Dispensary,2025,HTS_TST_Total_HTS_TST Target,194.0,All,All,All
Nyamira County,Masaba North Sub County,Gesima Ward,Mochenwa Dispensary,2025,HTS_TST_Total_HTS_TST Target,544.0,All,All,All
