County,Sub County,Ward,PRISM Facility Name,FY,Indicator,value,Gender,Coarse Age Group,Finer Age Group
Nyamira County,Masaba North Sub County,Gesima Ward,Nyamakoroto Dispensary,2025,HTS_TST_Total_HTS_TST Target,151.0,All,All,All
Nyamira County,Masaba North Sub County,Gesima Ward,Riakworo Dispensary,2025,HTS_TST_Total_HTS_TST Target,135.0,All,All,All
Nyamira County,Masaba North Sub County,Rigoma Ward,Masaba District Hospital,2025,HTS_TST_Total_HTS_TST Target,3080.0,All,All,All
Nyamira County,Masaba North Sub County,Rigoma Ward,Mong'oni Dispensary,2025,HTS_TST_Total_HTS_TST Target,250.0,All,All,All
Nyamira County,Masaba North Sub County,Rigoma Ward,Nyanchonori Dispensary,2025,HTS_TST_Total_HTS_TST Target,499.0,All,All,All
Nyamira County,Masaba North Sub County,Rigoma Ward,Rigoma Dispensary,2025,HTS_TST_Total_HTS_TST Target,432.0,All,All,All
Nyamira County,Masaba North Sub County,Rigoma Ward,Rikenye Dispensary (Masaba),2025,HTS_TST_Total_HTS_TST Target,394.0,All,All,All
Nyamira County,Nyamira North Sub County,Bokeira Ward,Matongo Health Centre,2025,HTS_TST_Total_HTS_TST Target,551.0,All,All,All
Nyamira County,Nyamira North Sub County,Bokeira Ward,Orwaki Dispensary,2025,HTS_TST_Total_HTS_TST Target,465.0,All,All,All
Nyamira County,Nyamira North Sub County,Bomwagamo Ward,Etono Health Centre,2025,HTS_TST_Total_HTS_TST Target,768.0,All,All,All
Nyamira County,Nyamira North Sub County,Bomwagamo Ward,Kerobo Health Centre,2025,HTS_TST_Total_HTS_TST Target,589.0,All,All,All
Nyamira County,Nyamira North Sub County,Ekerenyo Ward,Ekerenyo Sub-District Hospital,2025,HTS_TST_Total_HTS_TST Target,3422.0,All,All,All
Nyamira County,Nyamira North Sub County,Ekerenyo Ward,Ikonge Dispensary,2025,HTS_TST_Total_HTS_TST Target,433.0,All,All,All
Nyamira County,Nyamira North Sub County,Ekerenyo Ward,Riechieri Health Centre,2025,HTS_TST_Total_HTS_TST Target,611.0,All,All,All
Nyamira County,Nyamira North Sub County,Ekerenyo Ward,Samora Medical Centre,2025,HTS_TST_Total_HTS_TST Target,166.0,All,All,All
Nyamira County,Nyamira North Sub County,Itibo Ward,Chaina Dispensary,2025,HTS_TST_Total_HTS_TST Target,177.0,All,All,All
Nyamira County,Nyamira North Sub County,Itibo Ward,Itibo Mission Health Centre,2025,HTS_TST_Total_HTS_TST Target,810.0,All,All,All
Nyamira County,Nyamira North Sub County,Itibo Ward,Kenyoro Health Centre,2025,HTS_TST_Total_HTS_TST Target,752.0,All,All,All
Nyamira County,Nyamira North Sub County,Magwagwa Ward,Esianyi Dispensary,2025,HTS_TST_Total_HTS_TST Target,644.0,All,All,All
Nyamira County,Nyamira North Sub County,Magwagwa Ward,Gisage Dispensary,2025,HTS_TST_Total_HTS_TST Target,317.0,All,All,All
Nyamira County,Nyamira North Sub County,Magwagwa Ward,Magwagwa (SDA) Dispensary,2025,HTS_TST_Total_HTS_TST Target,298.0,All,All,All
Nyamira County,Nyamira North Sub County,Magwagwa Ward,Magwagwa Health Centre,2025,HTS_TST_Total_HTS_TST Target,1021.0,All,All,All
Nyamira County,Nyamira North Sub County,Magwagwa Ward,Nyamusi Sub-District Hospital,2025,HTS_TST_Total_HTS_TST Target,1877.0,All,All,All
Nyamira County,Nyamira Sub County,Bogichora Ward,Bosiango Health Centre,2025,HTS_TST_Total_HTS_TST Target,600.0,All,All,All
Nyamira County,Nyamira Sub County,Bogichora Ward,Embonga Health Centre,2025,HTS_TST_Total_HTS_TST Target,233.0,All,All,All
Nyamira County,Nyamira Sub County,Bogichora Ward,Gianchore Health Centre,2025,HTS_TST_Total_HTS_TST Target,538.0,All,All,All
Nyamira County,Nyamira Sub County,Bogichora Ward,Kenyambi Health Centre (Nyamira),2025,HTS_TST_Total_HTS_TST Target,593.0,All,All,All
Nyamira County,Nyamira Sub County,Bogichora Ward,Mongorisi Health Centre,2025,HTS_TST_Total_HTS_TST Target,250.0,All,All,All
Nyamira County,Nyamira Sub County,Bogichora Ward,Ogango Health Centre,2025,HTS_TST_Total_HTS_TST Target,387.0,All,All,All
Nyamira County,Nyamira Sub County,Bonyamatuta Ward,Kenyenya Health Centre (Nyamira),2025,HTS_TST_Total_HTS_TST Target,117.0,All,All,All
Nyamira County,Nyamira Sub County,Bonyamatuta Ward,Kenyerere Health Centre (Nyamira),2025,HTS_TST_Total_HTS_TST Target,410.0,All,All,All
Nyamira County,Nyamira Sub County,Bonyamatuta Ward,Riakinaro Health Centre,2025,HTS_TST_Total_HTS_TST Target,164.0,All,All,All
Nyamira County,Nyamira Sub County,Bosamaro Ward,Igena-Itambe Dispensary,2025,HTS_TST_Total_HTS_TST Target,173.0,All,All,All
Nyamira County,Nyamira Sub County,Bosamaro Ward,Kiang'inda Health Centre,2025,HTS_TST_Total_HTS_TST Target,250.0,All,All,All
Nyamira County,Nyamira Sub County,Bosamaro Ward,Nyangweta Health Centre,2025,HTS_TST_Total_HTS_TST Target,135.0,All,All,All
Nyamira County,Nyamira Sub County,Bosamaro Ward,Nyanturago Health Centre (Nyamira),2025,HTS_TST_Total_HTS_TST Target,153.0,All,All,All
Nyamira County,Nyamira Sub County,Bosamaro Ward,Riongige Dispensary,2025,HTS_TST_Total_HTS_TST Target,622.0,All,All,All
Nyamira County,Nyamira Sub County,Bosamaro Ward,Tinga Health Centre,2025,HTS_TST_Total_HTS_TST Target,1793.0,All,All,All
Nyamira County,Nyamira Sub County,Nyamaiya Ward,Motontera Dispensary,2025,HTS_TST_Total_HTS_TST Target,133.0,All,All,All
Nyamira County,Nyamira Sub County,Nyamaiya Ward,Nyamaiya Health Centre,2025,HTS_TST_Total_HTS_TST Target,1367.0,All,All,All
Nyamira County,Nyamira Sub County,Nyamaiya Ward,Nyansabakwa Health Centre,2025,HTS_TST_Total_HTS_TST Target,313.0,All,All,All
Nyamira County,Nyamira Sub County,Nyamaiya Ward,Nyansangio Dispensary,2025,HTS_TST_Total_HTS_TST Target,513.0,All,All,All
Nyamira County,Nyamira Sub County,Nyamaiya Ward,Rangenyo Health Centre,2025,HTS_TST_Total_HTS_TST Target,162.0,All,All,All
Nyamira County,Nyamira Sub County,Township Ward,Nyamira Adventist Health Centre,2025,HTS_TST_Total_HTS_TST Target,198.0,All,All,All
Nyamira County,Nyamira Sub County,Township Ward,Nyamira County Refferal Hospital,2025,HTS_TST_Total_HTS_TST Target,5393.0,All,All,All
Nyamira County,Nyamira Sub County,Township Ward,Nyamira Maternity and Nursing Home/Kinara Hospital,2025,HTS_TST_Total_HTS_TST Target,593.0,All,All,All
Nyamira County,Nyamira Sub County,Township Ward,Nyamira Royal Clinic,2025,HTS_TST_Total_HTS_TST Target,231.0,All,All,All
Vihiga County,Emuhaya Sub County,Central Bunyore Ward,Emusire Health Centre,2025,HTS_TST_Total_HTS_TST Target,1276.0,All,All,All
Vihiga County,Emuhaya Sub County,North East Bunyore Ward,Ebusiratsi Health Centre,2025,HTS_TST_Total_HTS_TST Target,1215.0,All,All,All
Vihiga County,Emuhaya Sub County,North East Bunyore Ward,Ematsuli Dispensary,2025,HTS_TST_Total_HTS_TST Target,438.0,All,All,All
Vihiga County,Emuhaya Sub County,North East Bunyore Ward,Esiarambatsi Health Centre,2025,HTS_TST_Total_HTS_TST Target,872.0,All,All,All
Vihiga County,Emuhaya Sub County,West Bunyore Ward,Ebukanga Dispensary,2025,HTS_TST_Total_HTS_TST Target,530.0,All,All,All
Vihiga County,Emuhaya Sub County,West Bunyore Ward,Ebukoolo Dispensary,2025,HTS_TST_Total_HTS_TST Target,513.0,All,All,All
Vihiga County,Emuhaya Sub County,West Bunyore Ward,Ipali Health Centre,2025,HTS_TST_Total_HTS_TST Target,1530.0,All,All,All
Vihiga County,Hamisi Sub County,Banja Ward,Banja Health Centre,2025,HTS_TST_Total_HTS_TST Target,809.0,All,All,All
Vihiga County,Hamisi Sub County,Gisambai Ward,Hamisi Sub County Referral Hospital,2025,HTS_TST_Total_HTS_TST Target,1966.0,All,All,All
Vihiga County,Hamisi Sub County,Gisambai Ward,Kimogoi Dispensary,2025,HTS_TST_Total_HTS_TST Target,206.0,All,All,All
Vihiga County,Hamisi Sub County,Jepkoyai Ward,Givole Dispensary,2025,HTS_TST_Total_HTS_TST Target,118.0,All,All,All
Vihiga County,Hamisi Sub County,Jepkoyai Ward,Hema Medical Clinic,2025,HTS_TST_Total_HTS_TST Target,184.0,All,All,All
Vihiga County,Hamisi Sub County,Jepkoyai Ward,Jepkoyai Dispensary,2025,HTS_TST_Total_HTS_TST Target,210.0,All,All,All
Vihiga County,Hamisi Sub County,Jepkoyai Ward,Tigoi Health Centre,2025,HTS_TST_Total_HTS_TST Target,2194.0,All,All,All
Vihiga County,Hamisi Sub County,Muhudu Ward,Kaptech Dispensary,2025,HTS_TST_Total_HTS_TST Target,1226.0,All,All,All
Vihiga County,Hamisi Sub County,Shamakhokho Ward,Mago Care Health Centre,2025,HTS_TST_Total_HTS_TST Target,487.0,All,All,All
Vihiga County,Hamisi Sub County,Shamakhokho Ward,Serem Health Centre,2025,HTS_TST_Total_HTS_TST Target,2431.0,All,All,All
Vihiga County,Hamisi Sub County,Shiru Ward,Joint Partner Medical Clinic,2025,HTS_TST_Total_HTS_TST Target,578.0,All,All,All
Vihiga County,Hamisi Sub County,Shiru Ward,Jumuia Friends Hospital Kaimosi,2025,HTS_TST_Total_HTS_TST Target,2094.0,All,All,All
Vihiga County,Hamisi Sub County,Shiru Ward,Kaptisi Dispensary,2025,HTS_TST_Total_HTS_TST Target,282.0,All,All,All
Vihiga County,Hamisi Sub County,Shiru Ward,Shiru Health Centre,2025,HTS_TST_Total_HTS_TST Target,2460.0,All,All,All
Vihiga County,Hamisi Sub County,Tambua Ward,Boyani Dispensary,2025,HTS_TST_Total_HTS_TST Target,152.0,All,All,All
Vihiga County,Hamisi Sub County,Tambua Ward,Likindu Health Centre,2025,HTS_TST_Total_HTS_TST Target,1111.0,All,All,All
Vihiga County,Luanda Sub County,Emabungo Ward,Emuhaya Sub County Referral Hospital,2025,HTS_TST_Total_HTS_TST Target,2297.0,All,All,All
Vihiga County,Luanda Sub County,Emabungo Ward,Esitsaba Dispensary,2025,HTS_TST_Total_HTS_TST Target,79.0,All,All,All
Vihiga County,Luanda Sub County,Emabungo Ward,Kima Mission Hospital,2025,HTS_TST_Total_HTS_TST Target,821.0,All,All,All
Vihiga County,Luanda Sub County,Luanda South Ward,Ekwanda Health Centre,2025,HTS_TST_Total_HTS_TST Target,1345.0,All,All,All
Vihiga County,Luanda Sub County,Luanda Township Ward,Ekamanji Dispensary,2025,HTS_TST_Total_HTS_TST Target,129.0,All,All,All
Vihiga County,Luanda Sub County,Luanda Township Ward,Equator Nursing and Maternity Home,2025,HTS_TST_Total_HTS_TST Target,300.0,All,All,All
Vihiga County,Luanda Sub County,Luanda Township Ward,Luanda Town Dispensary,2025,HTS_TST_Total_HTS_TST Target,2429.0,All,All,All
Vihiga County,Luanda Sub County,Mwibona Ward,Ebusyubi Dispensary,2025,HTS_TST_Total_HTS_TST Target,537.0,All,All,All
Vihiga County,Luanda Sub County,Wemilabi Ward,Emusenjeli Dispensary,2025,HTS_TST_Total_HTS_TST Target,380.0,All,All,All
Vihiga County,Luanda Sub County,Wemilabi Ward,Musitinyi Dispensary,2025,HTS_TST_Total_HTS_TST Target,468.0,All,All,All
Vihiga County,Sabatia Sub County,Busali Ward,Bugina Health Centre,2025,HTS_TST_Total_HTS_TST Target,1095.0,All,All,All
Vihiga County,Sabatia Sub County,Chavakali Ward,Junction Medical Clinic,2025,HTS_TST_Total_HTS_TST Target,132.0,All,All,All
Vihiga County,Sabatia Sub County,Lyaduywa/Izava Ward,Itando Mission of Hope and Health Centre,2025,HTS_TST_Total_HTS_TST Target,692.0,All,All,All
Vihiga County,Sabatia Sub County,Lyaduywa/Izava Ward,Munoywa Dispensary,2025,HTS_TST_Total_HTS_TST Target,736.0,All,All,All
Vihiga County,Sabatia Sub County,Lyaduywa/Izava Ward,Nadanya Dispensary,2025,HTS_TST_Total_HTS_TST Target,558.0,All,All,All
Vihiga County,Sabatia Sub County,North Maragoli Ward,Inyali Dispensary,2025,HTS_TST_Total_HTS_TST Target,624.0,All,All,All
Vihiga County,Sabatia Sub County,West Sabatia Ward,Kegondi Health Centre,2025,HTS_TST_Total_HTS_TST Target,1510.0,All,All,All
Vihiga County,Sabatia Sub County,Wodanga Ward,Givudimbuli Health Centre,2025,HTS_TST_Total_HTS_TST Target,983.0,All,All,All
Vihiga County,Sabatia Sub County,Wodanga Ward,Sabatia Health Centre,2025,HTS_TST_Total_HTS_TST Target,4118.0,All,All,All
Vihiga County,Vihiga Sub County,Central Maragoli Ward,Bugamangi Dispensary,2025,HTS_TST_Total_HTS_TST Target,422.0,All,All,All
Vihiga County,Vihiga Sub County,Central Maragoli Ward,Vihiga Health Centre,2025,HTS_TST_Total_HTS_TST Target,1749.0,All,All,All
Vihiga County,Vihiga Sub County,Lugaga-wamuluma Ward,Iduku Dispensary,2025,HTS_TST_Total_HTS_TST Target,572.0,All,All,All
Vihiga County,Vihiga Sub County,Lugaga-wamuluma Ward,Mbale Rural Health Training Centre,2025,HTS_TST_Total_HTS_TST Target,3200.0,All,All,All
Vihiga County,Vihiga Sub County,Lugaga-wamuluma Ward,Vihiga County Referral Hosptial,2025,HTS_TST_Total_HTS_TST Target,4368.0,All,All,All
Vihiga County,Vihiga Sub County,Mungoma Ward,Lyanaginga Health Centre,2025,HTS_TST_Total_HTS_TST Target,1261.0,All,All,All
Vihiga County,Vihiga Sub County,Mungoma Ward,Mulele Dispensary,2025,HTS_TST_Total_HTS_TST Target,1070.0,All,All,All
Vihiga County,Vihiga Sub County,South Maragoli Ward,Enzaro Health Centre,2025,HTS_TST_Total_HTS_TST Target,940.0,All,All,All
Vihiga County,Emuhaya Sub County,Central Bunyore Ward,Esirulo Dispensary,2025,HTS_TST_Total_HTS_TST Target,311.0,All,All,All
Kakamega County,Butere Sub County,Marama Central Ward,Butere County Hospital,2026,HTS_TST_Total_HTS_TST Target,1276.0,All,All,All
Kakamega County,Butere Sub County,Marama Central Ward,Imanga Health Centre,2026,HTS_TST_Total_HTS_TST Target,347.0,All,All,All
Kakamega County,Butere Sub County,Marama Central Ward,Shitsitswi Health Centre,2026,HTS_TST_Total_HTS_TST Target,389.0,All,All,All
Kakamega County,Butere Sub County,Marama North Ward,Eshimukoko Health Centre,2026,HTS_TST_Total_HTS_TST Target,234.0,All,All,All
Kakamega County,Butere Sub County,Marama North Ward,Lukohe Health Centre,2026,HTS_TST_Total_HTS_TST Target,277.0,All,All,All
Kakamega County,Butere Sub County,Marama North Ward,Shiraha Health Centre,2026,HTS_TST_Total_HTS_TST Target,265.0,All,All,All
Kakamega County,Butere Sub County,Marama South Ward,Manyala Sub-County  Hospital,2026,HTS_TST_Total_HTS_TST Target,795.0,All,All,All
Kakamega County,Butere Sub County,Marama West Ward,Iranda Health Centre,2026,HTS_TST_Total_HTS_TST Target,198.0,All,All,All
Kakamega County,Butere Sub County,Marama West Ward,Shisaba Dispensary,2026,HTS_TST_Total_HTS_TST Target,474.0,All,All,All
Kakamega County,Butere Sub County,Marenyo-shianda Ward,Mabole Health Centre,2026,HTS_TST_Total_HTS_TST Target,553.0,All,All,All
Kakamega County,Butere Sub County,Marenyo-shianda Ward,Shikunga Health Centre,2026,HTS_TST_Total_HTS_TST Target,449.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho Central Ward,Buyemi Dispensary(Ikolomani),2026,HTS_TST_Total_HTS_TST Target,188.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho Central Ward,Murudef Clinic,2026,HTS_TST_Total_HTS_TST Target,166.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho Central Ward,Shibwe Sub-County Hospital,2026,HTS_TST_Total_HTS_TST Target,1619.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho Central Ward,Shihalia Dispensary,2026,HTS_TST_Total_HTS_TST Target,142.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho Central Ward,Shikumu Dispensary,2026,HTS_TST_Total_HTS_TST Target,82.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho East Ward,Iguhu County Hospital,2026,HTS_TST_Total_HTS_TST Target,1295.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho East Ward,Savane Dispensary,2026,HTS_TST_Total_HTS_TST Target,406.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho East Ward,Shikokho Dispensary,2026,HTS_TST_Total_HTS_TST Target,132.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho North Ward,Imulama Dispensary,2026,HTS_TST_Total_HTS_TST Target,117.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho North Ward,Shiseso Health Centre,2026,HTS_TST_Total_HTS_TST Target,703.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho South Ward,Eregi Mission Health Centre,2026,HTS_TST_Total_HTS_TST Target,212.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho South Ward,Imalaba Dispensary,2026,HTS_TST_Total_HTS_TST Target,173.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho South Ward,Kilingili Health Centre,2026,HTS_TST_Total_HTS_TST Target,731.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa Central Ward,Ekambuli Health Centre,2026,HTS_TST_Total_HTS_TST Target,251.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa Central Ward,Emutsesa Dispensary,2026,HTS_TST_Total_HTS_TST Target,132.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa Central Ward,Mulwanda Dispensary,2026,HTS_TST_Total_HTS_TST Target,507.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa Central Ward,Mundoli Health Centre,2026,HTS_TST_Total_HTS_TST Target,152.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa Central Ward,Namasoli Health Centre,2026,HTS_TST_Total_HTS_TST Target,576.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa Central Ward,Sonak Clinic,2026,HTS_TST_Total_HTS_TST Target,123.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa East Ward,Elwangale Health Centre,2026,HTS_TST_Total_HTS_TST Target,277.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa East Ward,Emalindi Health Centre,2026,HTS_TST_Total_HTS_TST Target,139.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa East Ward,Eshiabwali Health Centre,2026,HTS_TST_Total_HTS_TST Target,382.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa East Ward,Eshinutsa Health Centre,2026,HTS_TST_Total_HTS_TST Target,443.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa North Ward,Khwisero Health Centre,2026,HTS_TST_Total_HTS_TST Target,1106.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa North Ward,Mundobelwa Health Centre,2026,HTS_TST_Total_HTS_TST Target,312.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa North Ward,Mwihila Mission Hospital,2026,HTS_TST_Total_HTS_TST Target,321.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa North Ward,Mwikalikha Health Centre,2026,HTS_TST_Total_HTS_TST Target,157.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa West Ward,Ebuhala Health Centre,2026,HTS_TST_Total_HTS_TST Target,207.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa West Ward,Ikomero Dispensary,2026,HTS_TST_Total_HTS_TST Target,169.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa West Ward,Muhaka Dispensary,2026,HTS_TST_Total_HTS_TST Target,527.0,All,All,All
Kakamega County,Likuyani Sub County,Kongoni Ward,Kongoni Health Centre,2026,HTS_TST_Total_HTS_TST Target,581.0,All,All,All
Kakamega County,Likuyani Sub County,Likuyani Ward,Likuyani Sub-District Hospital,2026,HTS_TST_Total_HTS_TST Target,1413.0,All,All,All
Kakamega County,Likuyani Sub County,Likuyani Ward,Lumino Dispensary,2026,HTS_TST_Total_HTS_TST Target,134.0,All,All,All
Kakamega County,Likuyani Sub County,Likuyani Ward,Seregeya Dispensary,2026,HTS_TST_Total_HTS_TST Target,218.0,All,All,All
Kakamega County,Likuyani Sub County,Likuyani Ward,Turbo Forest Dispensary,2026,HTS_TST_Total_HTS_TST Target,230.0,All,All,All
Kakamega County,Likuyani Sub County,Nzoia Ward,Beggs Nursing Home (Matunda),2026,HTS_TST_Total_HTS_TST Target,181.0,All,All,All
Kakamega County,Likuyani Sub County,Nzoia Ward,Mabusi Health Centre,2026,HTS_TST_Total_HTS_TST Target,868.0,All,All,All
Kakamega County,Likuyani Sub County,Nzoia Ward,Matunda Maternity,2026,HTS_TST_Total_HTS_TST Target,678.0,All,All,All
Kakamega County,Likuyani Sub County,Nzoia Ward,Matunda Sub-District Hospital,2026,HTS_TST_Total_HTS_TST Target,1126.0,All,All,All
Kakamega County,Likuyani Sub County,Sango Ward,Sango Dispensary,2026,HTS_TST_Total_HTS_TST Target,563.0,All,All,All
Kakamega County,Likuyani Sub County,Sango Ward,Soy Sambu Dispensary,2026,HTS_TST_Total_HTS_TST Target,392.0,All,All,All
Kakamega County,Likuyani Sub County,Sinoko Ward,Mlimani Dispensary,2026,HTS_TST_Total_HTS_TST Target,325.0,All,All,All
Kakamega County,Likuyani Sub County,Sinoko Ward,Sinoko Dispensary (Likuyani),2026,HTS_TST_Total_HTS_TST Target,211.0,All,All,All
Kakamega County,Lugari Sub County,Chekalini Ward,Chekalini Health Centre,2026,HTS_TST_Total_HTS_TST Target,760.0,All,All,All
Kakamega County,Lugari Sub County,Chekalini Ward,Mapengo Dispensary,2026,HTS_TST_Total_HTS_TST Target,98.0,All,All,All
Kakamega County,Lugari Sub County,Chekalini Ward,Musembe Dispensary (Lugari),2026,HTS_TST_Total_HTS_TST Target,175.0,All,All,All
Kakamega County,Lugari Sub County,Chekalini Ward,St Charles Lwanga Health Centre,2026,HTS_TST_Total_HTS_TST Target,328.0,All,All,All
Kakamega County,Lugari Sub County,Chevaywa Ward,Lumani Dispensary,2026,HTS_TST_Total_HTS_TST Target,308.0,All,All,All
Kakamega County,Lugari Sub County,Chevaywa Ward,Matete Health Centre,2026,HTS_TST_Total_HTS_TST Target,1341.0,All,All,All
Kakamega County,Lugari Sub County,Lugari Ward,Lugari Forest Dispensary,2026,HTS_TST_Total_HTS_TST Target,178.0,All,All,All
Kakamega County,Lugari Sub County,Lugari Ward,Lunyito Dispensary,2026,HTS_TST_Total_HTS_TST Target,239.0,All,All,All
Kakamega County,Lugari Sub County,Lumakanda Ward,Lumakanda District Hospital,2026,HTS_TST_Total_HTS_TST Target,1839.0,All,All,All
